game_id,game_date,game_date_time,home_team,away_team,home_team_id,away_team_id,home_score,away_score,state,venue,game_type
706947,2022-03-26,2022-03-27T01:05:00Z,Kansas City Royals,Los Angeles Dodgers,118,119,5,10,Final,Surprise Stadium,S
707026,2022-03-27,2022-03-27T17:05:00Z,Baltimore Orioles,Detroit Tigers,110,116,5,4,Final,Ed Smith Stadium,S
706903,2022-03-27,2022-03-27T17:05:00Z,Minnesota Twins,Boston Red Sox,142,111,6,3,Final,Hammond Stadium,S
706816,2022-03-27,2022-03-27T17:05:00Z,Tampa Bay Rays,Atlanta Braves,139,144,4,1,Final,Charlotte Sports Park,S
706925,2022-03-27,2022-03-27T17:05:00Z,Miami Marlins,Houston Astros,146,117,3,4,Final,Roger Dean Chevrolet Stadium,S
706887,2022-03-27,2022-03-27T17:05:00Z,New York Yankees,Pittsburgh Pirates,147,134,7,4,Final,George M. Steinbrenner Field,S
706796,2022-03-27,2022-03-27T17:07:00Z,Toronto Blue Jays,Philadelphia Phillies,141,143,5,10,Final,TD Ballpark,S
706894,2022-03-27,2022-03-27T17:10:00Z,New York Mets,St. Louis Cardinals,121,138,7,3,Final,Clover Park,S
706992,2022-03-27,2022-03-27T20:05:00Z,Cincinnati Reds,Colorado Rockies,113,115,4,4,Final,Goodyear Ballpark,S
707007,2022-03-27,2022-03-27T20:05:00Z,Chicago Cubs,Kansas City Royals,112,118,13,12,Final,Sloan Park,S
706876,2022-03-27,2022-03-27T20:05:00Z,Oakland Athletics,Seattle Mariners,133,136,1,7,Final,Hohokam Stadium,S
706808,2022-03-27,2022-03-27T20:05:00Z,Texas Rangers,Arizona Diamondbacks,140,109,13,0,Final,Surprise Stadium,S
706926,2022-03-27,2022-03-27T20:05:00Z,Los Angeles Dodgers,Chicago White Sox,119,145,0,9,Final,Camelback Ranch,S
707117,2022-03-27,2022-03-27T20:10:00Z,Arizona Diamondbacks,Colorado Rockies,109,115,5,2,Final,Salt River Fields at Talking Stick,S
706851,2022-03-27,2022-03-27T20:10:00Z,San Diego Padres,Cleveland Guardians,135,114,5,1,Final,Peoria Stadium,S
706938,2022-03-27,2022-03-27T20:10:00Z,Los Angeles Angels,San Francisco Giants,108,137,1,6,Final,Tempe Diablo Stadium,S
706822,2022-03-28,2022-03-28T17:05:00Z,St. Louis Cardinals,Houston Astros,138,117,1,2,Final,Roger Dean Chevrolet Stadium,S
706869,2022-03-28,2022-03-28T17:05:00Z,Philadelphia Phillies,Baltimore Orioles,143,110,7,1,Final,BayCare Ballpark,S
707032,2022-03-28,2022-03-28T17:05:00Z,Atlanta Braves,Toronto Blue Jays,144,141,5,4,Final,CoolToday Park,S
706788,2022-03-28,2022-03-28T17:05:00Z,Washington Nationals,Miami Marlins,120,146,1,8,Final,The Ballpark of the Palm Beaches,S
706960,2022-03-28,2022-03-28T17:05:00Z,Detroit Tigers,New York Yankees,116,147,7,11,Final,Publix Field at Joker Marchant Stadium,S
706945,2022-03-28,2022-03-28T20:05:00Z,Kansas City Royals,Cleveland Guardians,118,114,19,9,Final,Surprise Stadium,S
706999,2022-03-28,2022-03-28T20:05:00Z,Chicago White Sox,San Diego Padres,145,135,8,9,Final,Camelback Ranch,S
707045,2022-03-28,2022-03-28T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,109,119,5,3,Final,Salt River Fields at Talking Stick,S
706935,2022-03-28,2022-03-28T20:10:00Z,Los Angeles Angels,Oakland Athletics,108,133,7,2,Final,Tempe Diablo Stadium,S
706830,2022-03-28,2022-03-28T20:10:00Z,Seattle Mariners,Texas Rangers,136,140,6,5,Final,Peoria Stadium,S
706913,2022-03-28,2022-03-28T20:10:00Z,Milwaukee Brewers,San Francisco Giants,158,137,5,2,Final,American Family Fields of Phoenix,S
706989,2022-03-28,2022-03-29T01:05:00Z,Cincinnati Reds,Chicago Cubs,113,112,2,4,Final,Goodyear Ballpark,S
706952,2022-03-29,2022-03-29T17:05:00Z,Houston Astros,Washington Nationals,117,120,3,1,Final,The Ballpark of the Palm Beaches,S
706861,2022-03-29,2022-03-29T17:05:00Z,Pittsburgh Pirates,Boston Red Sox,134,111,6,2,Final,LECOM Park,S
706815,2022-03-29,2022-03-29T17:05:00Z,Tampa Bay Rays,Minnesota Twins,139,142,4,2,Final,Charlotte Sports Park,S
707065,2022-03-29,2022-03-29T17:05:00Z,New York Yankees,Philadelphia Phillies,147,143,14,2,Final,George M. Steinbrenner Field,S
707005,2022-03-29,2022-03-29T20:05:00Z,Chicago Cubs,Arizona Diamondbacks,112,109,3,2,Final,Sloan Park,S
706840,2022-03-29,2022-03-29T20:05:00Z,San Francisco Giants,San Diego Padres,137,135,11,6,Final,Scottsdale Stadium,S
706809,2022-03-29,2022-03-29T20:05:00Z,Texas Rangers,Cincinnati Reds,140,113,1,7,Final,Surprise Stadium,S
706983,2022-03-29,2022-03-29T20:05:00Z,Cleveland Guardians,Milwaukee Brewers,114,158,10,3,Final,Goodyear Ballpark,S
706973,2022-03-29,2022-03-29T20:10:00Z,Colorado Rockies,Los Angeles Angels,115,108,2,8,Final,Salt River Fields at Talking Stick,S
706833,2022-03-29,2022-03-29T20:10:00Z,Seattle Mariners,Kansas City Royals,136,118,4,11,Final,Peoria Stadium,S
706918,2022-03-29,2022-03-29T22:40:00Z,Miami Marlins,New York Mets,146,121,0,10,Final,Roger Dean Chevrolet Stadium,S
706929,2022-03-29,2022-03-30T01:05:00Z,Los Angeles Dodgers,Oakland Athletics,119,133,6,4,Final,Camelback Ranch,S
706786,2022-03-30,2022-03-30T17:05:00Z,Washington Nationals,St. Louis Cardinals,120,138,8,29,Final,The Ballpark of the Palm Beaches,S
707025,2022-03-30,2022-03-30T17:05:00Z,Baltimore Orioles,Tampa Bay Rays,110,139,7,6,Final,Ed Smith Stadium,S
706902,2022-03-30,2022-03-30T17:05:00Z,Minnesota Twins,Pittsburgh Pirates,142,134,9,4,Final,Hammond Stadium,S
706868,2022-03-30,2022-03-30T17:05:00Z,Philadelphia Phillies,Detroit Tigers,143,116,1,7,Final,BayCare Ballpark,S
707014,2022-03-30,2022-03-30T17:05:00Z,Boston Red Sox,Atlanta Braves,111,144,10,7,Final,JetBlue Park,S
706878,2022-03-30,2022-03-30T20:05:00Z,Oakland Athletics,Cincinnati Reds,133,113,5,4,Final,Hohokam Stadium,S
707006,2022-03-30,2022-03-30T20:05:00Z,Chicago Cubs,Seattle Mariners,112,136,8,5,Final,Sloan Park,S
706943,2022-03-30,2022-03-30T20:05:00Z,Kansas City Royals,San Francisco Giants,118,137,5,9,Final,Surprise Stadium,S
706997,2022-03-30,2022-03-30T20:05:00Z,Chicago White Sox,Texas Rangers,145,140,7,0,Final,Camelback Ranch,S
706968,2022-03-30,2022-03-30T20:10:00Z,Colorado Rockies,Arizona Diamondbacks,115,109,2,9,Final,Salt River Fields at Talking Stick,S
706850,2022-03-30,2022-03-30T20:10:00Z,San Diego Padres,Milwaukee Brewers,135,158,4,2,Final,Peoria Stadium,S
706893,2022-03-30,2022-03-30T22:10:00Z,New York Mets,Houston Astros,121,117,3,5,Final,Clover Park,S
706881,2022-03-30,2022-03-30T22:35:00Z,New York Yankees,Toronto Blue Jays,147,141,3,11,Final,George M. Steinbrenner Field,S
706981,2022-03-30,2022-03-31T01:05:00Z,Cleveland Guardians,Los Angeles Dodgers,114,119,1,12,Final,Goodyear Ballpark,S
706856,2022-03-31,2022-03-31T17:05:00Z,Pittsburgh Pirates,Baltimore Orioles,134,110,4,4,Final,LECOM Park,S
707016,2022-03-31,2022-03-31T17:05:00Z,Boston Red Sox,Minnesota Twins,111,142,4,3,Final,JetBlue Park,S
707035,2022-03-31,2022-03-31T17:05:00Z,Atlanta Braves,Tampa Bay Rays,144,139,1,5,Final,CoolToday Park,S
706864,2022-03-31,2022-03-31T17:05:00Z,Philadelphia Phillies,New York Yankees,143,147,5,3,Final,BayCare Ballpark,S
706795,2022-03-31,2022-03-31T17:07:00Z,Toronto Blue Jays,Detroit Tigers,141,116,5,3,Final,TD Ballpark,S
706871,2022-03-31,2022-03-31T20:05:00Z,Oakland Athletics,Kansas City Royals,133,118,4,5,Final,Hohokam Stadium,S
706841,2022-03-31,2022-03-31T20:05:00Z,San Francisco Giants,Colorado Rockies,137,115,13,2,Final,Scottsdale Stadium,S
706802,2022-03-31,2022-03-31T20:05:00Z,Texas Rangers,Los Angeles Dodgers,140,119,8,2,Final,Surprise Stadium,S
707047,2022-03-31,2022-03-31T20:10:00Z,Arizona Diamondbacks,San Diego Padres,109,135,8,2,Final,Salt River Fields at Talking Stick,S
706909,2022-03-31,2022-03-31T20:10:00Z,Milwaukee Brewers,Los Angeles Angels,158,108,5,10,Final,American Family Fields of Phoenix,S
706892,2022-03-31,2022-03-31T22:10:00Z,New York Mets,Washington Nationals,121,120,3,7,Final,Clover Park,S
706917,2022-03-31,2022-03-31T22:40:00Z,Miami Marlins,St. Louis Cardinals,146,138,7,4,Final,Roger Dean Chevrolet Stadium,S
706991,2022-03-31,2022-04-01T01:05:00Z,Cincinnati Reds,Chicago White Sox,113,145,2,8,Final,Goodyear Ballpark,S
706831,2022-03-31,2022-04-01T01:40:00Z,Seattle Mariners,Cleveland Guardians,136,114,3,2,Final,Peoria Stadium,S
706821,2022-04-01,2022-04-01T17:05:00Z,St. Louis Cardinals,New York Mets,138,121,7,2,Final,Roger Dean Chevrolet Stadium,S
706814,2022-04-01,2022-04-01T17:05:00Z,Tampa Bay Rays,Boston Red Sox,139,111,9,3,Final,Charlotte Sports Park,S
706853,2022-04-01,2022-04-01T17:05:00Z,Pittsburgh Pirates,Toronto Blue Jays,134,141,6,6,Final,LECOM Park,S
707024,2022-04-01,2022-04-01T17:05:00Z,Baltimore Orioles,Philadelphia Phillies,110,143,3,2,Final,Ed Smith Stadium,S
706901,2022-04-01,2022-04-01T17:05:00Z,Minnesota Twins,Atlanta Braves,142,144,8,7,Final,Hammond Stadium,S
706956,2022-04-01,2022-04-01T17:05:00Z,Houston Astros,Miami Marlins,117,146,2,1,Final,The Ballpark of the Palm Beaches,S
706961,2022-04-01,2022-04-01T17:05:00Z,Detroit Tigers,New York Yankees,116,147,2,6,Final,Publix Field at Joker Marchant Stadium,S
706837,2022-04-01,2022-04-01T19:05:00Z,San Francisco Giants,Texas Rangers,137,140,7,7,Final,Scottsdale Stadium,S
706998,2022-04-01,2022-04-01T20:05:00Z,Chicago White Sox,Oakland Athletics,145,133,4,12,Final,Camelback Ranch,S
707046,2022-04-01,2022-04-01T20:10:00Z,Arizona Diamondbacks,Chicago Cubs,109,112,6,0,Final,Salt River Fields at Talking Stick,S
706936,2022-04-01,2022-04-01T20:10:00Z,Los Angeles Angels,Cincinnati Reds,108,113,7,6,Final,Tempe Diablo Stadium,S
706910,2022-04-01,2022-04-01T20:10:00Z,Milwaukee Brewers,Chicago Cubs,158,112,5,3,Final,American Family Fields of Phoenix,S
706982,2022-04-01,2022-04-02T01:05:00Z,Cleveland Guardians,Arizona Diamondbacks,114,109,5,1,Final,Goodyear Ballpark,S
706844,2022-04-01,2022-04-02T01:40:00Z,San Diego Padres,Kansas City Royals,135,118,4,2,Final,Peoria Stadium,S
706970,2022-04-01,2022-04-02T01:40:00Z,Colorado Rockies,Seattle Mariners,115,136,2,1,Final,Salt River Fields at Talking Stick,S
706962,2022-04-02,2022-04-02T17:05:00Z,Detroit Tigers,Baltimore Orioles,116,110,0,2,Completed Early,Publix Field at Joker Marchant Stadium,S
707015,2022-04-02,2022-04-02T17:05:00Z,Boston Red Sox,Pittsburgh Pirates,111,134,2,7,Final,JetBlue Park,S
706811,2022-04-02,2022-04-02T17:05:00Z,Tampa Bay Rays,Minnesota Twins,139,142,2,8,Final,Charlotte Sports Park,S
706885,2022-04-02,2022-04-02T17:05:00Z,New York Yankees,Atlanta Braves,147,144,10,0,Completed Early,George M. Steinbrenner Field,S
706794,2022-04-02,2022-04-02T17:07:00Z,Toronto Blue Jays,Philadelphia Phillies,141,143,2,2,Completed Early,TD Ballpark,S
707004,2022-04-02,2022-04-02T19:05:00Z,Chicago Cubs,Los Angeles Angels,112,108,5,4,Final,Sloan Park,S
706927,2022-04-02,2022-04-02T19:05:00Z,Los Angeles Dodgers,San Francisco Giants,119,137,2,10,Final,Camelback Ranch,S
706875,2022-04-02,2022-04-02T20:05:00Z,Oakland Athletics,Colorado Rockies,133,115,11,11,Final,Hohokam Stadium,S
706990,2022-04-02,2022-04-03T01:05:00Z,Cincinnati Reds,San Diego Padres,113,135,6,3,Final,Goodyear Ballpark,S
706804,2022-04-02,2022-04-03T01:05:00Z,Texas Rangers,Cleveland Guardians,140,114,3,1,Final,Surprise Stadium,S
707042,2022-04-02,2022-04-03T01:10:00Z,Arizona Diamondbacks,Chicago White Sox,109,145,8,4,Final,Salt River Fields at Talking Stick,S
706828,2022-04-02,2022-04-03T01:40:00Z,Seattle Mariners,Milwaukee Brewers,136,158,4,3,Final,Peoria Stadium,S
706953,2022-04-02,2022-04-02T22:05:00Z,Houston Astros,St. Louis Cardinals,117,138,,,Cancelled,The Ballpark of the Palm Beaches,S
706920,2022-04-02,2022-04-02T22:40:00Z,Miami Marlins,Washington Nationals,146,120,,,Cancelled,Roger Dean Chevrolet Stadium,S
706785,2022-04-03,2022-04-03T17:05:00Z,Washington Nationals,Houston Astros,120,117,9,6,Final,The Ballpark of the Palm Beaches,S
706854,2022-04-03,2022-04-03T17:05:00Z,Pittsburgh Pirates,Tampa Bay Rays,134,139,2,9,Final,LECOM Park,S
706900,2022-04-03,2022-04-03T17:05:00Z,Minnesota Twins,Baltimore Orioles,142,110,8,2,Final,Hammond Stadium,S
706865,2022-04-03,2022-04-03T17:05:00Z,Philadelphia Phillies,Detroit Tigers,143,116,8,7,Final,BayCare Ballpark,S
707034,2022-04-03,2022-04-03T17:05:00Z,Atlanta Braves,Boston Red Sox,144,111,3,6,Final,CoolToday Park,S
706797,2022-04-03,2022-04-03T17:07:00Z,Toronto Blue Jays,New York Yankees,141,147,7,5,Final,TD Ballpark,S
706891,2022-04-03,2022-04-03T17:10:00Z,New York Mets,Miami Marlins,121,146,8,4,Final,Clover Park,S
706873,2022-04-03,2022-04-03T20:05:00Z,Oakland Athletics,San Diego Padres,133,135,8,2,Final,Hohokam Stadium,S
706946,2022-04-03,2022-04-03T20:05:00Z,Kansas City Royals,Seattle Mariners,118,136,8,10,Final,Surprise Stadium,S
706996,2022-04-03,2022-04-03T20:05:00Z,Chicago White Sox,Colorado Rockies,145,115,4,13,Final,Camelback Ranch,S
707041,2022-04-03,2022-04-03T20:10:00Z,Arizona Diamondbacks,Cincinnati Reds,109,113,4,15,Final,Salt River Fields at Talking Stick,S
706911,2022-04-03,2022-04-03T20:10:00Z,Milwaukee Brewers,Texas Rangers,158,140,2,13,Final,American Family Fields of Phoenix,S
706977,2022-04-03,2022-04-04T01:05:00Z,Cleveland Guardians,Chicago Cubs,114,112,3,7,Final,Goodyear Ballpark,S
706937,2022-04-03,2022-04-04T01:05:00Z,Los Angeles Angels,Los Angeles Dodgers,108,119,5,1,Final,Angel Stadium,S
706951,2022-04-04,2022-04-04T16:05:00Z,Houston Astros,New York Mets,117,121,3,3,Final,The Ballpark of the Palm Beaches,S
707023,2022-04-04,2022-04-04T17:05:00Z,Baltimore Orioles,Pittsburgh Pirates,110,134,3,9,Final,Ed Smith Stadium,S
706823,2022-04-04,2022-04-04T17:05:00Z,St. Louis Cardinals,Washington Nationals,138,120,4,3,Final,Roger Dean Chevrolet Stadium,S
706957,2022-04-04,2022-04-04T17:05:00Z,Detroit Tigers,Toronto Blue Jays,116,141,4,2,Final,Publix Field at Joker Marchant Stadium,S
706898,2022-04-04,2022-04-04T17:05:00Z,Minnesota Twins,Boston Red Sox,142,111,2,0,Final,Hammond Stadium,S
706812,2022-04-04,2022-04-04T17:05:00Z,Tampa Bay Rays,Atlanta Braves,139,144,2,8,Final,Charlotte Sports Park,S
706884,2022-04-04,2022-04-04T17:05:00Z,New York Yankees,Philadelphia Phillies,147,143,5,2,Final,George M. Steinbrenner Field,S
706986,2022-04-04,2022-04-04T20:05:00Z,Cincinnati Reds,Kansas City Royals,113,118,10,6,Final,Goodyear Ballpark,S
706874,2022-04-04,2022-04-04T20:05:00Z,Oakland Athletics,San Francisco Giants,133,137,3,5,Final,Hohokam Stadium,S
706803,2022-04-04,2022-04-04T20:05:00Z,Texas Rangers,San Diego Padres,140,135,5,11,Final,Surprise Stadium,S
707008,2022-04-04,2022-04-04T20:05:00Z,Chicago Cubs,Chicago White Sox,112,145,15,9,Final,Sloan Park,S
706827,2022-04-04,2022-04-04T20:10:00Z,Seattle Mariners,Arizona Diamondbacks,136,109,6,3,Final,Peoria Stadium,S
706928,2022-04-04,2022-04-05T01:10:00Z,Los Angeles Dodgers,Los Angeles Angels,119,108,4,10,Final,Dodger Stadium,S
707043,2022-04-04,2022-04-05T01:40:00Z,Arizona Diamondbacks,Cleveland Guardians,109,114,3,1,Final,Chase Field,S
706969,2022-04-04,2022-04-05T01:40:00Z,Colorado Rockies,Milwaukee Brewers,115,158,7,8,Final,Salt River Fields at Talking Stick,S
706919,2022-04-05,2022-04-05T15:05:00Z,Miami Marlins,St. Louis Cardinals,146,138,0,7,Final,Roger Dean Chevrolet Stadium,S
706787,2022-04-05,2022-04-05T16:05:00Z,Washington Nationals,New York Mets,120,121,14,0,Final,The Ballpark of the Palm Beaches,S
706862,2022-04-05,2022-04-05T16:05:00Z,Philadelphia Phillies,Pittsburgh Pirates,143,134,5,1,Final,BayCare Ballpark,S
707010,2022-04-05,2022-04-05T17:05:00Z,Boston Red Sox,Minnesota Twins,111,142,10,6,Final,JetBlue Park,S
707033,2022-04-05,2022-04-05T17:05:00Z,Atlanta Braves,Tampa Bay Rays,144,139,1,0,Final,CoolToday Park,S
706883,2022-04-05,2022-04-05T17:05:00Z,New York Yankees,Detroit Tigers,147,116,3,5,Final,George M. Steinbrenner Field,S
706790,2022-04-05,2022-04-05T17:07:00Z,Toronto Blue Jays,Baltimore Orioles,141,110,2,1,Final,TD Ballpark,S
706987,2022-04-05,2022-04-05T19:05:00Z,Cincinnati Reds,Seattle Mariners,113,136,12,9,Final,Goodyear Ballpark,S
706805,2022-04-05,2022-04-05T19:05:00Z,Texas Rangers,Chicago Cubs,140,112,11,5,Final,Surprise Stadium,S
706843,2022-04-05,2022-04-05T19:10:00Z,San Diego Padres,Chicago White Sox,135,145,6,9,Final,Peoria Stadium,S
706908,2022-04-05,2022-04-05T19:10:00Z,Milwaukee Brewers,Kansas City Royals,158,118,5,4,Final,American Family Fields of Phoenix,S
707044,2022-04-05,2022-04-05T19:40:00Z,Arizona Diamondbacks,Cleveland Guardians,109,114,3,1,Final,Chase Field,S
706834,2022-04-05,2022-04-05T20:05:00Z,San Francisco Giants,Oakland Athletics,137,133,7,7,Final,Scottsdale Stadium,S
706966,2022-04-05,2022-04-05T20:10:00Z,Colorado Rockies,Cleveland Guardians,115,114,10,3,Final,Salt River Fields at Talking Stick,S
706921,2022-04-05,2022-04-06T01:10:00Z,Los Angeles Dodgers,Los Angeles Angels,119,108,5,0,Final,Dodger Stadium,S
706810,2022-04-06,2022-04-06T16:35:00Z,Tampa Bay Rays,Philadelphia Phillies,139,143,2,9,Final,Tropicana Field,S
707079,2022-04-06,2022-04-06T17:05:00Z,Detroit Tigers,Baltimore Orioles,116,110,,,Cancelled,Publix Field at Joker Marchant Stadium,S
663178,2022-04-07,2022-04-07T18:20:00Z,Chicago Cubs,Milwaukee Brewers,112,158,5,4,Final,Wrigley Field,R
662766,2022-04-07,2022-04-07T20:10:00Z,Kansas City Royals,Cleveland Guardians,118,114,3,1,Final,Kauffman Stadium,R
662021,2022-04-07,2022-04-07T20:15:00Z,St. Louis Cardinals,Pittsburgh Pirates,138,134,9,0,Final,Busch Stadium,R
662571,2022-04-07,2022-04-07T23:05:00Z,Washington Nationals,New York Mets,120,121,1,5,Final,Nationals Park,R
661577,2022-04-07,2022-04-08T00:08:00Z,Atlanta Braves,Cincinnati Reds,144,113,3,6,Final,Truist Park,R
661042,2022-04-07,2022-04-08T01:38:00Z,Los Angeles Angels,Houston Astros,108,117,1,3,Final,Angel Stadium,R
663418,2022-04-07,2022-04-08T01:40:00Z,Arizona Diamondbacks,San Diego Padres,109,135,4,2,Final,Chase Field,R
661333,2022-04-07,2022-04-07T17:05:00Z,New York Yankees,Boston Red Sox,147,111,,,Postponed,Yankee Stadium,R
661750,2022-04-07,2022-04-07T20:10:00Z,Minnesota Twins,Seattle Mariners,142,136,,,Postponed,Target Field,R
661333,2022-04-08,2022-04-08T17:05:00Z,New York Yankees,Boston Red Sox,147,111,6,5,Final,Yankee Stadium,R
662888,2022-04-08,2022-04-08T17:10:00Z,Detroit Tigers,Chicago White Sox,116,145,5,4,Final,Comerica Park,R
661131,2022-04-08,2022-04-08T19:05:00Z,Philadelphia Phillies,Oakland Athletics,143,133,9,5,Final,Citizens Bank Park,R
661918,2022-04-08,2022-04-08T19:10:00Z,Tampa Bay Rays,Baltimore Orioles,139,110,2,1,Final,Tropicana Field,R
662933,2022-04-08,2022-04-08T20:10:00Z,Colorado Rockies,Los Angeles Dodgers,115,119,3,5,Final,Coors Field,R
661750,2022-04-08,2022-04-08T20:10:00Z,Minnesota Twins,Seattle Mariners,142,136,1,2,Final,Target Field,R
662124,2022-04-08,2022-04-08T20:35:00Z,San Francisco Giants,Miami Marlins,137,146,6,5,Final,Oracle Park,R
662559,2022-04-08,2022-04-08T23:05:00Z,Washington Nationals,New York Mets,120,121,3,7,Final,Nationals Park,R
661782,2022-04-08,2022-04-08T23:07:00Z,Toronto Blue Jays,Texas Rangers,141,140,10,8,Final,Rogers Centre,R
661576,2022-04-08,2022-04-08T23:20:00Z,Atlanta Braves,Cincinnati Reds,144,113,7,6,Final,Truist Park,R
661041,2022-04-08,2022-04-09T01:38:00Z,Los Angeles Angels,Houston Astros,108,117,6,13,Final,Angel Stadium,R
663417,2022-04-08,2022-04-09T01:40:00Z,Arizona Diamondbacks,San Diego Padres,109,135,0,3,Final,Chase Field,R
663147,2022-04-08,2022-04-08T18:20:00Z,Chicago Cubs,Milwaukee Brewers,112,158,,,Postponed,Wrigley Field,R
661917,2022-04-09,2022-04-09T17:10:00Z,Tampa Bay Rays,Baltimore Orioles,139,110,5,3,Final,Tropicana Field,R
662864,2022-04-09,2022-04-09T17:10:00Z,Detroit Tigers,Chicago White Sox,116,145,2,5,Final,Comerica Park,R
661756,2022-04-09,2022-04-09T18:10:00Z,Minnesota Twins,Seattle Mariners,142,136,3,4,Final,Target Field,R
662020,2022-04-09,2022-04-09T18:15:00Z,St. Louis Cardinals,Pittsburgh Pirates,138,134,6,2,Final,Busch Stadium,R
663205,2022-04-09,2022-04-09T18:20:00Z,Chicago Cubs,Milwaukee Brewers,112,158,9,0,Final,Wrigley Field,R
661803,2022-04-09,2022-04-09T19:07:00Z,Toronto Blue Jays,Texas Rangers,141,140,4,3,Final,Rogers Centre,R
661130,2022-04-09,2022-04-09T20:05:00Z,Philadelphia Phillies,Oakland Athletics,143,133,4,2,Final,Citizens Bank Park,R
662123,2022-04-09,2022-04-09T20:05:00Z,San Francisco Giants,Miami Marlins,137,146,1,2,Final,Oracle Park,R
661332,2022-04-09,2022-04-09T20:05:00Z,New York Yankees,Boston Red Sox,147,111,4,2,Final,Yankee Stadium,R
662765,2022-04-09,2022-04-09T20:10:00Z,Kansas City Royals,Cleveland Guardians,118,114,1,0,Final,Kauffman Stadium,R
662588,2022-04-09,2022-04-09T23:05:00Z,Washington Nationals,New York Mets,120,121,0,5,Final,Nationals Park,R
661575,2022-04-09,2022-04-09T23:20:00Z,Atlanta Braves,Cincinnati Reds,144,113,2,1,Final,Truist Park,R
662931,2022-04-09,2022-04-10T00:10:00Z,Colorado Rockies,Los Angeles Dodgers,115,119,3,2,Final,Coors Field,R
663404,2022-04-09,2022-04-10T00:10:00Z,Arizona Diamondbacks,San Diego Padres,109,135,2,5,Final,Chase Field,R
661040,2022-04-09,2022-04-10T01:07:00Z,Los Angeles Angels,Houston Astros,108,117,2,0,Final,Angel Stadium,R
661129,2022-04-10,2022-04-10T17:05:00Z,Philadelphia Phillies,Oakland Athletics,143,133,1,4,Final,Citizens Bank Park,R
661916,2022-04-10,2022-04-10T17:10:00Z,Tampa Bay Rays,Baltimore Orioles,139,110,8,0,Final,Tropicana Field,R
662887,2022-04-10,2022-04-10T17:10:00Z,Detroit Tigers,Chicago White Sox,116,145,1,10,Final,Comerica Park,R
662570,2022-04-10,2022-04-10T17:35:00Z,Washington Nationals,New York Mets,120,121,4,2,Final,Nationals Park,R
661573,2022-04-10,2022-04-10T17:35:00Z,Atlanta Braves,Cincinnati Reds,144,113,3,6,Final,Truist Park,R
661802,2022-04-10,2022-04-10T17:37:00Z,Toronto Blue Jays,Texas Rangers,141,140,6,12,Final,Rogers Centre,R
662755,2022-04-10,2022-04-10T18:10:00Z,Kansas City Royals,Cleveland Guardians,118,114,3,17,Final,Kauffman Stadium,R
661738,2022-04-10,2022-04-10T18:10:00Z,Minnesota Twins,Seattle Mariners,142,136,10,4,Final,Target Field,R
662019,2022-04-10,2022-04-10T18:15:00Z,St. Louis Cardinals,Pittsburgh Pirates,138,134,4,9,Final,Busch Stadium,R
663204,2022-04-10,2022-04-10T18:20:00Z,Chicago Cubs,Milwaukee Brewers,112,158,4,5,Final,Wrigley Field,R
662934,2022-04-10,2022-04-10T19:10:00Z,Colorado Rockies,Los Angeles Dodgers,115,119,9,4,Final,Coors Field,R
662122,2022-04-10,2022-04-10T20:05:00Z,San Francisco Giants,Miami Marlins,137,146,3,2,Final,Oracle Park,R
661039,2022-04-10,2022-04-10T20:07:00Z,Los Angeles Angels,Houston Astros,108,117,1,4,Final,Angel Stadium,R
663395,2022-04-10,2022-04-10T20:10:00Z,Arizona Diamondbacks,San Diego Padres,109,135,5,10,Final,Chase Field,R
661316,2022-04-10,2022-04-10T23:08:00Z,New York Yankees,Boston Red Sox,147,111,3,4,Final,Yankee Stadium,R
662754,2022-04-11,2022-04-11T18:10:00Z,Kansas City Royals,Cleveland Guardians,118,114,7,10,Final,Kauffman Stadium,R
663403,2022-04-11,2022-04-11T19:05:00Z,Baltimore Orioles,Milwaukee Brewers,110,158,2,0,Final,Oriole Park at Camden Yards,R
662042,2022-04-11,2022-04-11T20:05:00Z,Texas Rangers,Colorado Rockies,140,115,4,6,Final,Globe Life Field,R
662863,2022-04-11,2022-04-11T21:10:00Z,Detroit Tigers,Boston Red Sox,116,111,3,1,Final,Comerica Park,R
661915,2022-04-11,2022-04-11T22:40:00Z,Tampa Bay Rays,Oakland Athletics,139,133,2,13,Final,Tropicana Field,R
661637,2022-04-11,2022-04-11T22:45:00Z,Philadelphia Phillies,New York Mets,143,121,5,4,Final,Citizens Bank Park,R
661315,2022-04-11,2022-04-11T23:05:00Z,New York Yankees,Toronto Blue Jays,147,141,0,3,Final,Yankee Stadium,R
661572,2022-04-11,2022-04-11T23:20:00Z,Atlanta Braves,Washington Nationals,144,120,2,11,Final,Truist Park,R
661754,2022-04-11,2022-04-11T23:40:00Z,Minnesota Twins,Seattle Mariners,142,136,4,0,Final,Target Field,R
661036,2022-04-11,2022-04-12T01:38:00Z,Los Angeles Angels,Miami Marlins,108,146,6,2,Final,Angel Stadium,R
662116,2022-04-11,2022-04-12T01:45:00Z,San Francisco Giants,San Diego Padres,137,135,2,4,Final,Oracle Park,R
662018,2022-04-11,2022-04-11T18:15:00Z,St. Louis Cardinals,Pittsburgh Pirates,138,134,,,Postponed,Busch Stadium,R
662862,2022-04-12,2022-04-12T17:10:00Z,Detroit Tigers,Boston Red Sox,116,111,3,5,Final,Comerica Park,R
